A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,D
8,8,15,8,8,5,5,8,5,4,8,7,6,6,12,3,V
3,6,11,9,8,8,8,4,6,5,8,7,8,6,8,8,Y
8,2,0,2,1,1,7,6,10,0,7,8,8,6,6,0,M
11,3,7,4,5,3,7,7,7,6,6,6,9,1,8,5,G
8,3,4,5,5,1,8,10,3,2,6,13,8,2,11,0,Y
8,5,9,7,6,5,7,12,7,2,11,5,3,2,12,4,P
3,7,9,7,6,5,5,9,1,8,10,10,6,3,11,5,Y
10,4,5,4,8,4,6,7,9,7,7,6,7,2,8,9,B
8,3,7,5,5,3,7,8,6,6,5,9,9,3,9,1,U
5,6,5,7,4,4,6,10,4,3,8,7,7,9,11,3,W
8,1,0,1,0,0,8,7,3,4,7,6,8,2,8,4,X
4,4,8,7,7,8,9,8,4,4,7,4,7,6,7,6,R
10,7,10,7,5,4,8,4,4,6,8,4,7,4,6,6,D
8,3,6,5,4,3,7,9,6,6,5,9,9,3,9,1,U
8,4,7,5,5,4,7,8,5,7,7,4,6,6,7,5,R
6,7,9,10,8,11,7,7,4,4,7,5,8,7,8,6,R
8,3,9,5,6,3,4,8,5,1,7,8,8,8,10,0,W
5,10,15,9,8,5,6,10,3,7,12,7,6,3,9,6,T
5,6,8,7,6,4,4,8,5,7,9,8,9,3,9,2,U
8,3,10,5,7,2,8,6,3,1,7,0,8,3,7,1,A
10,4,5,6,4,6,8,8,4,5,7,7,8,4,9,9,S
8,3,3,4,5,1,1,0,6,6,0,1,5,0,8,0,L
10,1,1,1,1,0,4,6,6,2,7,6,10,3,8,2,K
8,4,10,4,7,4,3,8,5,9,7,6,14,0,8,6,E
9,7,13,5,7,3,9,7,7,5,9,4,8,5,9,5,O
7,2,4,4,3,1,8,2,2,2,7,2,8,2,6,2,A
10,4,8,6,6,4,4,7,6,7,6,6,13,4,7,6,K
10,2,5,3,3,2,6,8,7,7,8,7,13,1,9,4,C
8,6,11,9,8,5,6,8,6,8,7,9,10,3,9,1,U
10,3,4,4,5,3,8,8,7,2,5,7,10,3,9,5,Q
7,4,10,5,8,4,6,10,6,5,9,7,3,2,10,4,P
8,4,9,5,7,2,7,7,9,8,7,5,8,3,8,4,O
4,6,10,7,7,5,3,8,5,7,9,8,10,5,8,3,U
10,4,10,5,7,7,8,8,6,6,7,6,6,6,8,6,B
8,3,9,4,6,2,7,7,4,14,10,6,8,0,8,8,Z
8,2,5,4,3,2,6,4,1,8,8,2,10,0,7,2,L
9,6,10,8,8,7,11,5,2,5,9,3,6,8,6,2,M
11,6,9,5,4,2,11,2,2,5,10,2,9,2,8,3,S
6,6,11,9,8,12,10,5,3,2,9,4,8,11,8,4,M
7,6,9,9,7,6,8,5,3,6,8,6,8,4,7,4,J
8,5,7,7,6,9,7,6,4,5,7,5,8,9,9,7,W
7,11,13,10,8,5,6,8,2,9,9,7,9,5,7,5,X
7,2,3,4,1,2,6,7,2,8,11,8,8,2,8,3,X
4,4,7,6,5,6,8,5,7,4,8,6,8,5,9,7,A
9,5,7,7,5,5,7,6,1,6,10,5,9,3,7,3,K
7,4,10,5,8,4,6,5,3,1,6,1,8,2,7,2,A
8,3,7,4,5,2,9,6,0,7,13,5,9,0,8,1,I
8,4,8,6,6,3,9,8,4,1,7,8,8,8,9,0,W
9,5,7,7,5,4,11,6,3,5,9,2,6,8,6,2,M
8,6,10,8,8,5,6,12,5,3,12,5,2,1,11,3,P
11,3,5,4,7,2,7,7,8,7,5,6,10,2,7,5,G
7,3,6,4,4,4,8,5,10,0,6,8,8,6,5,0,M
7,2,3,4,2,2,7,8,3,5,10,7,8,3,8,2,H
8,4,9,4,7,2,7,5,14,5,7,14,8,3,9,0,U
6,5,6,6,9,6,10,12,5,4,6,7,7,6,11,8,Y
9,6,8,8,6,5,6,11,3,2,8,11,8,4,9,5,V
8,2,1,4,3,1,7,12,2,3,7,11,9,2,10,1,V
9,3,7,5,5,3,9,7,4,6,10,5,6,2,8,6,B
6,6,10,8,8,5,7,8,6,6,7,7,6,6,9,2,N
7,4,8,6,10,7,9,10,3,1,8,7,6,3,10,8,H
7,3,4,4,3,3,7,7,6,7,7,6,5,2,8,3,D
5,6,7,7,5,4,4,8,5,7,9,8,9,3,9,3,U
8,5,11,5,8,6,3,7,5,9,7,7,14,0,8,6,E
5,3,7,4,5,2,4,5,2,10,3,1,8,0,7,2,L
7,5,10,6,8,6,6,8,9,8,7,6,5,2,8,3,D
8,4,10,5,8,3,11,4,5,5,15,3,9,0,7,0,J
8,4,5,5,7,2,7,7,4,15,9,6,8,0,8,8,Z
6,4,7,6,5,4,7,9,6,5,7,6,6,5,9,1,N
6,3,8,4,6,3,4,10,3,6,10,10,6,1,10,3,F
6,7,10,8,8,4,2,9,5,9,11,11,13,1,7,3,C
8,2,4,3,3,2,9,6,4,5,10,4,5,2,8,2,D
8,6,7,8,5,4,6,7,2,7,10,6,10,4,7,4,K
11,7,10,7,5,3,10,4,4,5,11,3,8,5,7,5,D
5,5,8,8,6,7,6,8,3,4,8,7,9,7,8,5,N
6,3,2,3,3,2,5,11,5,4,10,7,2,1,10,4,P
6,2,3,3,2,1,5,8,2,7,10,10,9,2,9,2,X
4,6,9,8,6,6,9,10,6,5,6,5,6,3,9,9,Z
6,5,11,5,8,4,1,13,4,3,12,10,6,0,8,2,F
8,3,7,3,5,2,8,7,8,5,9,4,6,3,8,3,O
8,2,8,3,6,2,7,13,0,5,7,10,8,0,8,0,T
7,3,3,4,2,2,7,8,5,6,6,9,9,5,10,0,U
7,3,3,5,2,2,6,8,2,6,10,6,9,3,9,3,K
8,4,6,5,4,5,8,7,4,5,7,5,7,3,8,6,B
9,5,8,6,7,3,9,8,8,6,5,8,9,3,7,5,Q
7,3,7,5,5,3,8,2,2,2,7,1,8,2,7,3,A
9,4,7,5,5,4,9,7,5,8,7,6,5,2,8,6,B
8,5,10,7,8,3,7,10,1,3,7,12,8,1,11,0,Y
9,5,10,6,8,2,5,7,7,11,7,6,14,1,8,4,C
10,6,9,6,5,3,8,6,5,6,10,4,6,4,7,6,D
8,6,8,9,6,5,7,7,3,7,10,6,8,3,8,3,H
8,6,9,9,7,7,7,7,3,6,10,7,8,3,8,3,H
8,5,11,7,8,7,8,11,3,6,6,11,8,3,12,1,T
8,2,0,2,1,0,7,7,6,2,7,6,8,3,8,3,X
6,5,9,7,7,6,8,8,7,6,7,5,6,3,8,3,H
8,1,8,1,6,1,7,7,0,8,7,6,8,0,8,3,I
8,1,1,2,1,1,5,11,8,2,9,6,4,1,9,3,P
8,4,8,6,6,4,7,8,8,6,7,7,8,2,8,3,O
11,8,14,5,8,3,10,4,4,7,11,2,7,3,7,5,I
5,3,2,4,4,3,7,8,5,5,7,7,6,5,9,2,N
6,4,5,5,4,4,7,6,5,5,9,5,10,4,6,5,O
7,5,10,8,8,5,6,10,3,6,13,7,5,2,9,3,F
6,3,5,4,3,2,6,9,5,4,9,7,3,1,10,4,P
8,2,2,4,4,2,7,10,1,7,7,11,8,1,11,2,Y
7,9,15,7,8,4,5,11,6,2,11,6,4,5,10,4,P
6,5,5,7,8,8,7,6,4,3,7,7,7,7,11,5,P
6,2,4,3,2,2,7,8,5,4,7,6,6,4,8,1,N
10,6,8,9,6,5,10,7,4,6,11,2,6,4,9,4,H
7,3,2,4,3,2,6,12,3,7,8,11,7,2,11,1,T
9,3,5,6,3,2,9,6,1,8,11,4,8,2,8,3,X
8,3,7,5,5,3,12,3,3,2,10,1,9,2,6,2,A
9,4,10,6,7,4,9,11,2,8,5,12,8,1,11,1,T
7,3,5,4,7,7,8,5,4,2,7,7,9,5,10,4,Y
7,3,5,5,4,2,4,12,4,4,13,8,5,1,10,1,F
7,4,5,6,4,3,7,9,2,5,10,6,6,5,9,1,N
9,2,4,2,3,2,7,7,5,5,6,6,6,2,8,5,B
8,4,5,6,8,2,7,8,4,3,7,14,8,3,9,0,V
7,4,7,5,8,5,8,6,7,5,9,6,9,3,8,5,Q
8,5,5,7,7,6,7,5,4,2,7,5,6,5,8,8,H
10,2,3,4,2,2,8,7,4,5,9,4,7,2,7,4,R
8,3,2,4,3,2,8,9,5,7,5,9,8,3,9,1,U
8,6,10,10,8,8,7,11,2,2,6,8,8,8,12,1,W
8,3,9,4,7,2,7,7,4,14,10,6,8,0,8,8,Z
7,5,8,7,6,4,7,8,3,4,10,6,7,5,8,1,N
8,2,3,4,2,2,8,7,3,5,10,6,8,3,8,2,H
6,6,5,8,5,8,9,8,5,5,7,5,8,9,9,8,W
8,4,9,7,6,5,7,8,4,1,7,9,8,7,11,0,W
9,4,6,6,4,3,7,6,2,7,10,5,10,4,7,4,K
4,5,8,6,6,6,9,6,5,4,7,9,7,3,8,8,Y
8,1,3,0,2,0,7,7,1,7,7,6,8,0,8,2,I
8,2,7,4,4,1,8,4,3,2,7,2,8,3,6,2,A
5,3,5,4,4,2,5,12,3,6,11,10,5,1,11,1,T
9,4,9,6,6,5,6,8,6,6,6,4,9,3,6,6,R
8,1,3,2,4,1,11,4,9,3,12,8,13,1,6,0,J
8,5,9,5,11,7,8,7,7,3,8,7,9,3,8,6,Q
8,1,0,1,1,1,6,7,8,6,7,6,6,2,8,3,D
8,5,6,6,5,6,6,7,2,5,8,7,10,3,8,7,X
7,2,3,4,1,1,6,8,2,8,11,8,8,2,8,3,X
8,6,8,6,9,7,8,8,6,2,7,8,11,3,8,6,Q
7,3,5,5,3,2,5,9,2,4,11,8,8,5,8,0,N
8,9,12,9,7,6,10,6,4,5,11,2,7,6,7,5,H
4,4,9,4,4,2,7,7,4,4,9,9,5,3,11,3,Y
10,4,7,5,6,2,8,8,7,6,5,8,9,3,7,5,Q
8,8,9,7,4,3,6,11,6,2,10,4,5,4,9,4,P
12,8,14,8,8,4,11,4,3,6,10,2,7,5,7,4,D
8,4,9,6,6,6,7,7,4,6,7,5,7,3,7,5,R
9,1,3,2,1,1,7,5,1,7,8,3,10,0,7,2,L
7,1,1,2,1,1,7,3,2,1,6,2,8,1,6,1,A
8,6,10,6,8,3,5,8,10,10,8,7,6,3,8,4,D
8,2,3,4,5,1,7,10,1,3,7,12,8,1,11,0,Y
10,3,6,4,8,4,9,7,7,3,5,7,10,3,9,5,Q
10,2,2,3,3,2,7,7,5,5,6,6,6,2,8,6,B
8,2,2,1,4,1,7,7,1,7,7,6,8,0,8,3,I
10,11,14,8,8,5,9,6,5,6,11,4,9,6,6,7,B
8,1,3,1,2,0,7,7,1,7,13,6,8,0,8,0,I
7,3,7,4,5,3,6,10,6,5,10,8,4,1,10,4,P
8,2,8,4,5,1,8,15,1,6,6,11,8,0,8,0,T
7,5,7,5,5,3,3,8,5,7,11,10,13,2,9,3,C
8,4,7,6,5,3,8,9,3,5,13,5,4,1,10,2,P
7,4,8,5,6,3,9,5,2,7,7,7,5,0,9,4,I
8,4,6,5,4,2,8,7,12,1,6,9,8,8,6,0,M
8,1,6,0,8,1,7,7,4,4,7,6,8,0,8,0,I
6,4,7,6,5,3,5,8,1,8,10,9,9,2,9,3,X
8,1,0,2,0,0,7,9,2,2,6,12,8,1,10,0,Y
5,6,7,8,6,8,8,8,4,4,7,6,7,10,8,5,M
10,7,10,9,7,7,9,6,4,7,9,5,6,2,8,7,B
7,3,7,4,5,1,7,7,3,7,15,6,10,0,7,1,J
11,3,7,3,4,1,3,7,7,2,7,5,11,3,8,2,K
6,3,4,3,3,2,5,8,5,7,10,9,8,3,9,2,U
9,6,8,6,6,5,6,7,6,5,9,7,10,2,8,5,G
7,6,9,9,7,6,5,7,2,8,10,8,10,4,7,4,K
8,6,10,6,8,3,7,7,15,2,4,6,8,6,8,0,N
9,5,12,4,6,3,7,7,4,5,10,6,8,3,9,8,E
7,2,5,4,4,2,7,9,2,4,10,6,7,5,8,1,N
8,3,3,3,5,2,7,7,13,2,5,6,8,5,8,0,N
6,5,5,7,4,4,7,6,5,5,9,5,9,3,6,5,O
6,3,5,4,8,2,0,12,4,6,12,12,9,0,8,2,F
9,2,3,3,4,3,8,7,6,3,8,6,9,2,9,3,Q
7,6,10,8,8,10,8,8,4,5,5,7,9,9,8,9,K
8,6,9,7,4,4,7,8,3,5,10,6,8,6,9,5,H
8,5,7,7,5,5,8,7,3,6,10,6,9,3,8,3,H
8,4,9,5,7,2,7,5,15,5,7,13,8,3,9,0,U
9,2,6,4,4,3,7,8,6,8,6,5,9,2,8,6,E
8,4,10,4,7,2,7,6,15,1,7,8,8,3,8,0,H
10,3,3,3,4,3,7,7,5,5,7,6,6,5,8,5,B
7,4,6,5,4,5,7,9,5,4,6,6,9,4,7,7,E
9,1,2,2,3,1,8,8,5,1,5,7,9,2,9,4,Q
8,2,7,4,4,1,7,6,3,1,6,0,8,2,6,1,A
8,6,12,5,7,3,7,10,6,4,9,9,5,5,12,3,V
9,3,8,4,6,3,5,8,8,7,10,8,13,2,10,4,C
10,9,8,8,12,5,10,11,1,4,7,10,5,4,10,5,Y
8,2,1,3,2,1,8,6,7,5,6,6,8,3,8,4,Q
7,2,3,2,2,1,7,7,6,3,8,6,8,2,8,2,O
4,4,5,5,4,2,5,12,3,7,11,10,4,1,11,2,T
8,3,3,5,2,2,7,8,3,6,10,7,8,3,8,3,H
10,3,3,3,5,3,6,6,9,6,6,6,7,2,8,9,B
5,7,9,9,8,9,8,7,5,4,7,5,7,7,9,6,N
9,6,11,8,8,9,5,6,3,5,8,6,12,6,9,3,C
8,2,10,2,7,2,7,7,0,8,7,6,8,0,8,3,I
7,3,10,4,8,3,6,8,0,7,13,7,8,0,8,1,I
9,3,9,5,7,5,8,6,3,7,7,6,8,1,7,11,Z
8,6,10,9,8,7,8,9,5,4,11,4,4,2,10,3,P
7,2,4,3,2,2,5,10,4,4,10,8,4,1,10,3,P
9,2,3,2,1,2,7,7,5,5,7,6,6,1,8,5,B
6,4,11,6,8,4,7,8,2,10,11,8,6,2,7,6,Z
7,2,4,2,2,1,5,10,4,4,10,9,5,1,10,3,F
10,3,6,3,4,3,6,8,9,6,7,6,7,2,8,8,B
8,3,5,4,6,4,7,8,5,5,6,8,7,3,10,8,I
5,5,9,5,5,4,5,12,3,3,11,7,4,4,10,7,F
9,5,9,7,7,7,8,10,7,4,6,6,11,5,8,8,E
8,3,9,5,6,4,12,2,2,2,10,2,9,2,6,3,A
4,5,9,7,7,6,9,5,7,5,7,9,8,3,9,8,Y
7,5,10,6,8,4,8,7,3,6,14,5,9,1,6,1,J
7,5,10,6,8,3,5,8,6,8,12,9,12,2,9,3,C
5,6,9,8,7,9,6,7,4,5,7,6,8,6,9,7,R
6,6,9,6,5,4,5,8,3,5,10,9,11,5,9,3,K
8,4,5,6,5,4,8,9,4,6,7,7,8,3,8,8,I
10,5,8,7,6,6,7,6,6,4,7,6,9,5,8,7,P
8,3,7,4,4,2,7,9,14,2,7,3,8,3,8,0,H
8,4,9,5,6,1,7,7,4,4,7,6,8,3,8,4,X
4,6,10,6,8,4,5,12,4,6,12,9,4,2,12,2,T
11,7,11,6,6,4,8,8,5,5,9,4,9,7,5,6,R
8,8,11,11,8,8,6,6,3,5,9,8,9,8,6,2,M
5,3,5,4,4,2,4,10,2,7,11,10,6,1,11,3,Y
8,6,8,8,6,5,7,8,2,10,11,6,9,2,8,4,E
7,3,4,6,3,3,6,7,1,7,10,7,10,3,8,3,K
10,5,9,7,7,10,9,9,5,4,7,8,6,6,10,10,B
8,3,5,5,4,3,7,7,3,10,6,6,8,3,8,6,X
8,4,9,6,6,4,7,8,2,10,12,7,8,1,9,6,Z
8,3,9,5,7,4,7,7,3,8,5,7,9,3,8,6,X
8,4,8,5,6,2,7,4,14,5,7,14,8,3,9,0,U
7,4,9,7,7,3,7,7,1,9,10,6,8,3,8,4,X
8,1,0,2,1,1,6,7,8,6,6,6,6,2,8,3,D
10,4,8,5,6,2,8,6,8,8,6,6,9,2,7,6,G
9,1,1,2,2,1,4,7,5,8,7,6,13,0,8,6,E
8,5,11,8,8,4,8,2,2,3,6,2,7,5,7,6,A
6,3,8,5,6,4,7,8,5,6,9,7,5,2,8,7,B
8,3,5,6,4,3,9,8,3,5,10,3,5,5,9,1,N
8,1,0,1,0,0,7,7,10,0,6,6,8,4,8,0,N
6,2,1,3,2,1,4,3,5,6,2,3,4,1,7,0,L
8,2,3,3,2,1,7,7,7,4,7,6,8,2,8,2,O
8,2,2,3,3,2,7,7,5,9,6,6,8,2,8,7,Z
8,4,6,5,8,4,8,7,6,3,8,8,10,3,8,6,Q
7,4,7,6,6,5,5,9,3,5,8,7,9,4,10,7,E
8,5,10,4,5,3,9,5,4,3,9,4,5,4,7,5,G
8,5,6,6,8,3,8,7,6,9,4,6,8,0,8,9,S
8,4,9,7,6,3,6,12,3,4,8,12,8,3,10,1,V
10,4,9,6,7,5,9,6,2,7,11,5,9,3,7,6,E
8,5,6,8,4,5,8,7,3,6,10,5,8,4,9,4,H
8,11,12,11,7,6,6,9,5,4,4,4,11,11,14,3,M
6,2,3,4,2,1,4,12,4,4,13,8,5,1,9,1,F
8,3,5,5,4,4,6,7,3,3,6,4,9,4,6,7,K
9,4,7,5,5,5,7,7,6,2,7,8,8,5,8,3,W
6,7,7,7,5,4,2,10,3,3,11,11,8,7,10,2,W
8,1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,I
7,2,3,4,2,1,6,10,3,5,13,6,5,1,9,1,F
5,5,6,5,4,2,3,12,4,5,12,11,5,1,11,1,Y
8,5,6,7,4,5,6,7,1,6,10,7,10,3,8,3,K
8,2,1,3,2,2,8,7,7,5,7,6,8,2,8,3,O
7,4,9,6,8,6,7,8,2,6,7,8,9,5,11,3,A
5,5,11,8,8,12,10,8,4,2,6,7,8,11,10,4,W
8,4,9,4,6,1,0,0,6,6,0,1,5,0,8,0,L
6,3,6,5,4,5,7,8,3,4,6,6,9,6,9,7,R
7,7,11,9,8,8,7,8,7,6,8,7,6,7,7,3,D
8,2,7,4,5,2,11,2,3,3,10,2,9,2,6,2,A
6,7,10,7,5,4,7,10,3,6,13,5,4,3,10,5,P
9,9,13,8,7,4,9,4,4,3,13,8,10,4,9,3,S
8,4,7,6,5,3,7,8,2,9,11,6,8,1,9,6,Z
8,6,7,8,5,4,4,11,3,4,10,10,9,5,8,1,N
7,1,1,1,2,1,8,7,1,7,7,6,7,0,8,2,I
8,4,9,4,7,2,7,7,4,14,9,6,8,0,8,8,Z
6,2,4,4,3,1,7,8,2,9,11,7,7,1,8,5,Z
8,2,1,2,1,1,7,7,12,1,5,6,8,5,8,0,N
7,5,7,6,5,6,8,4,6,3,8,6,11,8,8,4,C
8,3,9,4,6,2,14,3,5,5,13,2,9,0,7,0,J
7,2,6,4,4,3,8,8,2,5,7,5,7,3,8,5,X
6,4,5,5,4,2,5,8,5,8,10,8,9,3,9,2,U
9,3,5,4,8,2,8,7,9,5,6,7,9,3,8,5,Q
11,4,3,5,5,3,5,11,8,3,7,4,8,2,7,6,R
9,7,10,7,8,5,6,8,6,6,10,8,9,3,7,6,G
8,1,5,0,7,0,7,7,4,4,7,6,8,0,8,0,I
6,4,10,5,7,4,4,4,3,8,2,1,7,0,6,1,L
8,3,7,4,5,2,7,7,4,4,7,6,8,2,8,4,X
6,6,9,8,7,6,5,8,3,8,11,9,9,3,9,4,E
6,2,6,3,4,2,4,5,1,8,6,2,10,0,7,3,L
5,3,6,5,5,4,9,7,4,5,6,8,5,4,10,4,A
10,8,15,6,8,5,8,6,5,6,10,5,9,6,7,8,B
8,3,9,4,6,1,7,14,0,6,7,11,8,0,8,0,T
7,8,10,11,8,6,7,8,3,7,10,8,8,6,8,5,H
8,1,1,2,1,1,5,11,7,2,10,6,4,1,9,3,P
8,3,3,3,5,2,3,9,6,11,7,5,14,0,8,7,E
8,3,4,5,3,2,6,6,1,7,10,7,10,3,7,3,K
7,2,5,4,4,2,10,6,2,6,12,4,8,1,6,1,J
5,3,6,5,5,5,6,9,3,7,8,7,9,3,8,7,T
9,4,10,5,8,3,6,7,10,8,10,8,11,2,12,4,C
6,6,11,8,8,5,5,11,7,4,11,7,2,1,10,4,P
6,2,2,3,3,2,4,4,4,7,2,1,6,1,7,1,L
5,5,5,6,4,3,4,8,5,8,10,9,9,3,9,2,U
8,6,11,7,8,4,8,7,4,8,11,5,7,2,8,5,S
6,5,5,5,8,3,3,8,6,12,7,6,15,0,8,7,E
8,4,5,6,7,3,8,7,9,8,7,6,8,3,8,4,O
6,4,8,6,6,6,7,7,3,5,7,7,9,6,10,6,L
6,4,1,5,2,3,8,6,6,4,7,7,8,8,6,3,M
10,4,9,6,6,6,8,8,4,5,10,5,6,3,8,5,B
8,3,6,4,4,2,4,14,8,1,11,6,3,0,10,4,P
9,6,9,5,5,3,7,8,4,4,11,6,8,3,9,8,E
8,3,4,4,5,2,7,9,15,2,7,3,8,3,8,0,H
9,3,4,4,2,2,5,7,4,7,7,6,11,3,8,4,K
9,7,9,7,11,8,7,9,5,2,7,9,11,4,8,8,Q
11,3,5,6,4,4,7,8,5,4,8,5,8,3,6,4,R
8,2,5,4,4,2,7,4,1,7,9,2,10,0,7,2,L
11,6,10,8,7,6,8,9,4,6,8,4,8,3,6,6,R
8,7,11,9,8,11,8,8,5,3,8,5,8,6,8,13,S
5,5,7,7,8,7,7,10,5,5,8,7,9,5,9,7,F
7,3,7,3,5,2,3,7,6,11,7,7,15,0,8,6,E
8,3,7,5,5,3,7,10,1,5,5,11,9,2,11,1,Y
8,3,8,4,6,2,7,6,8,7,7,4,8,3,8,4,O
9,4,8,4,6,5,6,8,8,6,7,5,7,2,8,7,B
8,5,8,7,6,3,9,7,2,8,10,4,7,3,8,4,X
7,7,10,7,8,5,1,10,2,3,11,11,9,7,10,1,W
8,5,9,6,7,5,9,7,4,7,11,5,6,3,7,4,D
6,2,3,3,1,1,4,8,5,6,11,10,8,3,10,1,U
8,4,6,6,4,4,7,7,2,6,7,5,8,3,6,6,X
8,2,7,3,5,3,8,8,7,5,7,5,6,2,8,8,S
6,5,7,6,9,7,7,9,5,5,8,6,8,3,9,7,F
10,6,10,5,5,4,9,6,4,6,11,5,7,4,7,9,Q
7,3,6,4,4,4,7,7,6,6,6,6,5,3,8,3,D
9,2,3,3,1,2,7,8,5,5,7,6,6,1,8,5,B
8,2,2,3,3,1,7,10,1,7,7,11,8,1,11,2,Y
8,4,10,4,8,3,15,3,3,5,12,0,7,0,8,0,J
8,5,8,6,6,3,7,5,2,7,7,7,9,1,10,4,I
8,3,4,5,3,1,7,12,3,3,7,11,8,2,10,1,V
9,6,10,6,5,3,11,3,4,3,12,5,9,2,10,2,S
8,3,7,5,5,2,9,9,4,1,6,13,8,2,10,0,V
8,3,9,4,7,1,12,2,10,4,14,5,13,1,6,0,J
8,2,0,2,1,1,8,5,11,5,7,13,8,3,10,0,U
8,4,8,5,6,4,7,7,5,7,5,6,9,0,8,8,S
11,13,15,10,8,6,8,7,5,6,10,3,8,7,6,6,R
7,2,3,4,2,2,8,7,5,6,9,5,5,2,8,3,D
5,9,10,9,8,5,3,10,3,6,12,12,7,2,11,2,Y
8,3,2,4,3,3,6,7,6,6,7,6,8,6,8,3,H
8,5,10,8,8,13,9,5,5,2,7,6,8,11,10,4,W
10,2,4,3,3,1,6,8,7,7,8,8,13,1,10,4,C
6,2,3,3,1,1,7,9,5,5,8,7,6,5,9,1,N
8,2,8,3,6,1,13,3,8,4,13,3,11,1,6,0,J
5,3,4,4,3,1,6,11,2,8,11,9,5,1,10,2,T
8,8,13,8,7,4,9,7,3,7,9,3,6,5,8,4,K
7,9,12,8,7,5,7,6,5,5,6,7,8,6,8,3,U
9,7,15,8,8,5,11,7,2,8,11,4,6,3,11,4,X
7,3,7,5,5,3,12,3,2,2,9,1,8,2,6,2,A
9,4,9,3,4,2,7,3,1,5,6,2,7,2,8,5,S
10,5,10,5,6,3,10,2,4,2,11,6,13,5,4,5,A
3,6,6,9,6,9,9,8,5,4,7,6,7,11,9,6,M
7,6,11,5,6,3,8,4,3,3,7,4,11,5,6,4,A
8,6,9,5,7,3,8,9,2,3,13,4,5,2,9,7,J
7,5,9,6,7,5,7,8,8,4,6,7,9,3,7,4,O
8,2,6,4,4,2,10,3,1,2,8,3,9,2,6,2,A
9,4,2,5,3,3,5,7,4,7,7,6,11,3,8,5,K
7,2,7,3,5,2,7,8,3,11,8,6,8,0,8,7,Z
8,2,6,3,4,3,8,8,7,5,7,5,8,2,8,8,S
8,2,4,3,3,2,7,8,5,4,6,5,6,2,7,4,R
12,7,10,9,8,7,8,8,5,6,9,5,7,4,7,6,R
8,2,5,4,4,2,7,7,2,9,11,6,8,1,8,5,Z
9,3,5,5,3,4,8,7,3,6,9,6,6,2,8,5,B
6,3,7,3,4,1,1,11,5,6,11,10,9,0,8,2,F
7,2,3,3,2,1,7,7,1,8,10,6,8,2,8,2,X
8,2,0,2,1,0,7,7,6,5,7,6,8,2,8,3,O
9,6,11,9,8,5,9,10,0,8,4,11,7,1,10,2,Y
7,4,4,4,6,3,3,8,6,12,7,5,14,0,8,7,E
7,7,10,9,8,8,8,6,6,5,6,8,8,9,6,2,M
8,5,9,6,7,4,9,4,3,1,8,1,9,2,7,3,A
8,4,6,5,4,4,8,6,6,5,7,7,8,7,5,2,M
8,8,9,6,4,3,8,7,5,4,11,3,6,5,8,4,P
7,1,3,2,2,0,7,8,1,6,13,6,7,0,8,0,I
8,4,8,6,6,3,8,6,8,8,7,5,8,3,8,4,O
8,3,8,3,6,2,3,7,6,10,7,6,14,0,8,7,E
10,6,12,5,6,4,7,9,4,5,8,7,9,4,8,8,C
8,5,10,6,8,2,6,6,7,11,9,5,14,1,9,4,C
7,3,6,4,4,3,7,12,4,6,7,11,8,2,12,1,T
5,5,9,5,4,3,6,6,5,4,9,10,6,3,9,2,Y
5,8,13,8,7,5,4,8,1,3,8,9,8,9,11,2,W
6,3,8,3,6,1,1,13,5,3,12,10,6,0,8,2,F
8,5,9,8,6,4,8,10,1,7,5,11,8,2,12,3,Y
10,4,5,5,8,2,3,6,7,3,7,8,12,3,8,3,K
8,3,8,5,6,3,7,8,9,5,7,7,6,3,8,3,O
6,2,3,2,2,1,4,11,3,5,11,10,5,1,11,2,Y
8,4,7,4,5,3,8,7,8,5,10,6,8,3,8,3,O
8,1,0,2,0,0,7,8,11,1,7,6,8,2,8,0,H
7,4,7,6,5,2,6,11,2,6,13,7,4,1,10,2,F
6,4,4,5,2,3,4,11,3,2,9,9,7,6,11,1,W
8,3,1,5,1,2,6,11,3,2,7,9,9,6,11,0,W
9,6,12,5,7,3,10,2,4,4,13,4,12,2,7,6,L
8,2,6,4,4,1,9,15,1,5,5,11,9,0,8,0,T
7,8,7,6,11,5,9,7,5,5,4,12,5,4,11,5,Y
5,6,9,6,7,5,4,10,3,3,9,8,7,7,11,2,W
11,5,11,6,8,7,6,7,5,4,8,7,8,8,8,6,P
4,6,10,9,9,10,8,8,4,4,7,4,7,7,9,6,R
8,5,5,5,7,1,0,0,7,6,0,1,4,0,8,0,L
8,3,4,4,3,1,5,12,2,3,9,11,7,2,11,1,V
11,3,6,5,5,4,7,8,3,5,7,6,8,3,9,7,L
7,11,15,11,8,6,7,10,4,5,4,5,10,10,11,2,M
9,5,7,7,8,7,7,8,4,6,7,6,6,4,9,9,F
5,7,11,11,8,15,9,7,3,3,8,5,7,12,4,5,M
8,1,1,1,1,0,5,11,7,2,9,6,4,1,9,3,P
6,3,7,5,5,4,4,10,5,5,11,10,6,2,10,3,F
9,4,8,5,6,4,8,6,2,9,11,5,9,2,8,6,Z
8,1,6,0,4,1,7,7,5,3,7,6,8,0,8,0,I
8,1,0,2,1,1,7,8,4,0,7,8,8,5,10,0,W
6,2,3,3,1,1,5,7,1,6,10,8,10,3,8,2,K
